ville,hotels,liens,lat,lon,description,score,meteo_score
Lille,Residhotel Lille Vauban,https://www.booking.com/hotel/fr/residhotel-lille-vauban.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24AQbIAQzYAQHoAQH4AQKIAgGoAgO4AuDI35UGwAIB0gIkMTA2N2I3ODItMWM0My00MjVlLWFiYzUtYjQyN2YyNjNkMWRj2AIF4AIB&sid=56f235526f1ec23245c69bbcac78e98d&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=15&sr_order=popularity&srpvid=4e63217726ef0159&srepoch=1656218735&from=searchresults#hotelTmpl,50.63220722,3.04668635,"
Le Residhotel Lille Vauban est idéalement installé dans le quartier résidentiel de Vauban, à seulement 20 minutes de marche de la vieille ville de Lille. Il propose des hébergements avec une connexion Wi-Fi gratuite.
Les studios comprennent une télévision à écran plat, un bureau et une kitchenette avec une machine à café Nespresso. Les appartements possèdent une cuisine avec une machine à café Nespresso, un coin repas et une pièce à vivre. Chaque logement dispose d'une salle de bains privative.
Moyennant un supplément, vous pourrez déguster un petit-déjeuner buffet.
Enfin, depuis l'appart'hôtel Residhotel Lille Vauban, vous rejoindrez les 45 hectares du bois de Boulogne en seulement 10 minutes à pied, tandis que la Grand'Place et le centre de conventions Nouveau Siècle sont accessibles à 20 minutes de marche. 
","7,9",18
Lille,Best Hôtel Lille,https://www.booking.com/hotel/fr/besthotel_lille.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24AQbIAQzYAQHoAQH4AQKIAgGoAgO4AuDI35UGwAIB0gIkMTA2N2I3ODItMWM0My00MjVlLWFiYzUtYjQyN2YyNjNkMWRj2AIF4AIB&sid=56f235526f1ec23245c69bbcac78e98d&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=16&sr_order=popularity&srpvid=4e63217726ef0159&srepoch=1656218735&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,50.62603955,3.05190325,"
Le Best Hôtel Lille est un hôtel-restaurant situé dans le centre-ville de Lille, à proximité de la station de métro Gambetta, à 300 mètres de la Maison Folie de Wazemmes et à 1 km du musée des beaux-arts. Le Lille Grand Palais se trouve à 2 km.
Cet établissement est idéal pour les voyages d'affaires et les séjours de loisirs. Facilement accessible par les routes principales, il propose un parking couvert sécurisé, un local à vélos et un restaurant buffet.
Les chambres disposent d'un bureau et d'une connexion Wi-Fi haut débit gratuite.
Le centre de conventions Nouveau Siècle est à 1,6 km. 
","7,6",18
Lille,Grand Hôtel Lille,https://www.booking.com/hotel/fr/le-grand-hotel.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24AQbIAQzYAQHoAQH4AQKIAgGoAgO4AuDI35UGwAIB0gIkMTA2N2I3ODItMWM0My00MjVlLWFiYzUtYjQyN2YyNjNkMWRj2AIF4AIB&sid=56f235526f1ec23245c69bbcac78e98d&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=17&sr_order=popularity&srpvid=4e63217726ef0159&srepoch=1656218735&from=searchresults#hotelTmpl,50.63685668,3.06794286,"
Situé dans le centre de Lille, juste à côté de la gare de Lille-Flandres, le Grand Hôtel Lille dispose d'une réception ouverte 24h/24, d'une bagagerie et d'un ascenseur. L'hôtel vous accueille à 900 mètres du Grand Palais de Lille et à 650 mètres du centre de conventions Nouveau Siècle. Il se trouve à seulement 300 mètres de la Grand'Place et à 5 minutes à pied du Vieux-Lille.
Toutes les chambres sont équipées d'une télévision par satellite à écran plat et d'un téléphone. Leur salle de bains privative est pourvue d'un sèche-cheveux.
Un petit-déjeuner buffet est servi chaque matin sur place. Vous trouverez plusieurs restaurants à quelques minutes de marche.
Le Grand Hôtel Lille met à votre disposition un service d'étage et une connexion Wi-Fi gratuite. L'établissement est à 600 mètres de la gare de Lille-Europe, tandis que la station de métro Gare Lille-Flandres vous attend à seulement 50 mètres. Enfin, vous séjournerez à 18 minutes de route du stade Pierre-Mauroy. 
","8,1",18
Lille,Hotel Art Deco Euralille,https://www.booking.com/hotel/fr/hotelsrtdecoromarinlille.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24AQbIAQzYAQHoAQH4AQKIAgGoAgO4AuDI35UGwAIB0gIkMTA2N2I3ODItMWM0My00MjVlLWFiYzUtYjQyN2YyNjNkMWRj2AIF4AIB&sid=56f235526f1ec23245c69bbcac78e98d&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=18&sr_order=popularity&srpvid=4e63217726ef0159&srepoch=1656218735&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,50.64602156,3.07587147,"

Vous pouvez bénéficier d'une réduction Genius dans l'établissement Hotel Art Deco Euralille ! Connectez-vous pour économiser.
Situé au cœur du quartier des affaires d’Euralille, l’Hotel Art Deco Euralille propose un bar à 1 km de la gare de Lille-Europe, à 20 minutes de la Grand-Place ainsi qu'à 1,7 km du grand palais de Lille et du centre de conventions Nouveau Siècle.
Présentant un décor Art déco, les chambres lumineuses et climatisées comprennent une télévision par satellite et une connexion Wi-Fi gratuite. Les chambres sont en outre toutes desservies par un ascenseur.
En soirée, vous pourrez vous détendre dans le bar de l'hôtel, doté d'un plafond en vitraux des années 1930 et de chaises en cuir. L’établissement possède également une bibliothèque.
En face de l’hôtel, vous trouverez la station de métro et arrêt de tramway Romarin, qui permet d'accéder directement à la gare de Lille-Flandres. 
","7,8",18
Lille,Appart'City Confort Lille Grand Palais,https://www.booking.com/hotel/fr/appart-city-lille-grand-palais.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24AQbIAQzYAQHoAQH4AQKIAgGoAgO4AuDI35UGwAIB0gIkMTA2N2I3ODItMWM0My00MjVlLWFiYzUtYjQyN2YyNjNkMWRj2AIF4AIB&sid=56f235526f1ec23245c69bbcac78e98d&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=popularity&srpvid=4e63217726ef0159&srepoch=1656218735&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,50.62905798,3.08113396,"
Dans le centre-ville de Lille, l’établissement Appart’City Confort Lille Grand Palais vous accueille à 700 mètres du Grand Palais et à 15 minutes en voiture du centre de conventions de Lille Grand Palais. Il possède des appartements modernes dotés d'une connexion Wi-Fi gratuite et d'une télévision à écran plat. Un parking public est disponible sur place.
Insonorisés et desservis par un ascenseur, les appartements comptent une kitchenette équipée d’un micro-ondes, d’un réfrigérateur et d’une cafetière. Il sont dotés d’un coin salon et d’un coin repas. Les salles de bains sont privatives.
Un petit-déjeuner buffet est servi du lundi au dimanche et se compose de différents pains, dont du pain sans gluten, des viennoiseries, des boissons fraîches et chaudes. Du fromage et des yaourts sont également proposés. Des distributeurs automatiques de boissons se trouvent à la réception.
Vous séjournerez à 1 km de la gare de Lille-Flandres, à 900 mètres de la station de métro Lille Grand Palais et à 12 minutes de route du stade Pierre-Mauroy. 
","7,3",18
Lille,Kyriad Lille Gare - Grand Palais,https://www.booking.com/hotel/fr/kyriad-lille-gare-grand-palais.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24AQbIAQzYAQHoAQH4AQKIAgGoAgO4AuDI35UGwAIB0gIkMTA2N2I3ODItMWM0My00MjVlLWFiYzUtYjQyN2YyNjNkMWRj2AIF4AIB&sid=56f235526f1ec23245c69bbcac78e98d&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=20&sr_order=popularity&srpvid=4e63217726ef0159&srepoch=1656218735&from=searchresults#hotelTmpl,50.63637015,3.08311880,"
Situé à 1 km du Grand Palais et du quartier des affaires d’Euralille, le Kyriad Lille Gare - Grand Palais propose des chambres insonorisées avec connexion Wi-Fi gratuite. Un parking privé fermé est disponible gratuitement.
Toutes les chambres comprennent une télévision à écran plat, un téléphone et un plateau de courtoisie avec du thé et du café. Décorées dans des couleurs vives, elles disposent d'une salle de bains privative avec douche et sèche-cheveux.
Chaque matin, vous pourrez savourer un petit-déjeuner buffet. Vous aurez la possibilité de prendre vos repas 24h/24 au restaurant ou dans le confort de votre chambre. Après le dîner, vous pourrez vous détendre avec un verre au bar de l'établissement ou regarder la télévision dans le coin salon. Une salle de réunion est également à votre disposition.
La station de métro Caulier (ligne 1), la plus proche, est à 450 mètres. L'hôtel bénéficie d'un emplacement idéal, à 7 minutes à pied de la gare de Lille-Europe et à 10 minutes de marche de celle de Lille-Flandres. À pied, vous rejoindrez la salle de concert Zénith en 8 minutes ainsi que l'Aéronef et la Grand-Place en 10 minutes.
Le stade Pierre-Mauroy se trouve à 10 km du Kyriad Lille Gare - Grand Palais. Enfin, vous accéderez à la route N356 en seulement 3 minutes en voiture. 
","7,5",18
Lille,Hôtel Saint Maurice,https://www.booking.com/hotel/fr/hotelsaintmaurice.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24AQbIAQzYAQHoAQH4AQKIAgGoAgO4AuDI35UGwAIB0gIkMTA2N2I3ODItMWM0My00MjVlLWFiYzUtYjQyN2YyNjNkMWRj2AIF4AIB&sid=56f235526f1ec23245c69bbcac78e98d&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=21&sr_order=popularity&srpvid=4e63217726ef0159&srepoch=1656218735&from=searchresults#hotelTmpl,50.63557145,3.06783289,"
L’Hôtel Saint Maurice est situé dans une zone piétonne paisible du centre de Lille, à côté de l’église gothique Saint-Maurice. Vous bénéficierez gratuitement d’une connexion Wi-Fi dans l’ensemble des locaux. Le centre de conventions Nouveau Siècle est à moins de 1 km.
L’Hôtel Saint Maurice propose 38 chambres accessibles par ascenseur. Les chambres comportent une télévision à écran plat et une connexion Wi-Fi gratuite.
L’établissement est implanté à 10 minutes à pied de la vieille ville et de ses musées, à moins de 500 mètres de la Grand’Place et à 1,5 km du parc des expositions Lille Grand Palais. Un parking public est disponible moyennant un supplément à proximité de l’hôtel. 
","7,6",18
Lille,Lille City Hotel,https://www.booking.com/hotel/fr/misterbeddelille.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24AQbIAQzYAQHoAQH4AQKIAgGoAgO4AuDI35UGwAIB0gIkMTA2N2I3ODItMWM0My00MjVlLWFiYzUtYjQyN2YyNjNkMWRj2AIF4AIB&sid=56f235526f1ec23245c69bbcac78e98d&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=22&sr_order=popularity&srpvid=4e63217726ef0159&srepoch=1656218735&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,50.63359887,3.06328118,"
Le Lille City Hotel est un établissement abordable situé dans le centre-ville de Lille, dans une rue piétonne et commerçante, à 260 mètres du Palais des Beaux Arts, à 1,2 km de Lille Grand Palais et à 9 km du stade Pierre Mauroy. Les chambres sont équipées d’une télévision par satellite et d’une connexion Internet gratuite.
Toutes les chambres du Lille City Hotel sont climatisées et disposent d'un téléphone. Desservies par un ascenseur, elles sont également pourvues d’une salle de bains privative.
Le Lille City Hotel sert un petit-déjeuner buffet chaque matin. Vous trouverez de nombreux restaurants à quelques minutes de marche.
La gare de Lille-Flandres se situe à seulement 10 minutes à pied du Lille City Hotel. Enfin, l’opéra et le centre de conventions Le Nouveau Siècle sont à 600 mètres, tandis que le centre historique vous attend à 1 km. 
","7,0",18
Lille,Novotel Lille Centre Gares,https://www.booking.com/hotel/fr/novotel-lille-centre-gares.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24AQbIAQzYAQHoAQH4AQKIAgGoAgO4AuDI35UGwAIB0gIkMTA2N2I3ODItMWM0My00MjVlLWFiYzUtYjQyN2YyNjNkMWRj2AIF4AIB&sid=56f235526f1ec23245c69bbcac78e98d&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=23&sr_order=popularity&srpvid=4e63217726ef0159&srepoch=1656218735&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,50.63444099,3.07335824,"
Situé à seulement 300 mètres de la gare de Lille Flandres, l'hôtel 4 étoiles Novotel Lille Centre Gares se trouve à 5 minutes de marche du centre de Lille, du palais des Congrès et du Zénith.
Les chambres, insonorisées et spacieuses, sont dotées d'équipements modernes, notamment d'une télévision à écran plat. Elles sont également climatisées.
Vous pourrez déguster une cuisine française traditionnelle au café et bar Novotel. Pour votre confort, le café est ouvert 24h/24 et sert des collations légères sur la terrasse.
Vous bénéficierez également sur place d'une salle de sport bien équipée. Le personnel multilingue du Novotel Lille Centre Gares vous propose toute une gamme de services professionnels 24h/24.
Le Grand Palais vous attend à 650 mètres, tandis que le centre de conventions Nouveau Siècle est à moins de 15 minutes à pied.
Deux enfants âgés de 16 ans maximum peuvent séjourner gratuitement dans la chambre de leurs parents. 
","8,1",18
Lille,Appart'City Confort Lille - Euralille,https://www.booking.com/hotel/fr/appart-city-cap-affaires-lille.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24AQbIAQzYAQHoAQH4AQKIAgGoAgO4AuDI35UGwAIB0gIkMTA2N2I3ODItMWM0My00MjVlLWFiYzUtYjQyN2YyNjNkMWRj2AIF4AIB&sid=56f235526f1ec23245c69bbcac78e98d&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=24&sr_order=popularity&srpvid=4e63217726ef0159&srepoch=1656218735&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,50.64548750,3.07321072,"
Situé à 10 km du stade Pierre-Mauroy, l'Appart'City Lille - Euralille se trouve à 2 minutes en tramway du quartier d'affaires et du centre commercial Euralille ainsi que de la gare Lille-Europe. Le centre de conventions Nouveau Siècle est à 2 km.
Décorés dans un style moderne, les confortables studios et appartements sont équipés d'une télévision à écran plat. Une connexion Wi-Fi gratuite est également disponible.
Le petit-déjeuner se compose d'une variété de pains (pain sans gluten etc), de viennoiseries, de boissons chaudes et froides, de salade de fruits, de fruits frais, de fromages et de yaourts.
Plusieurs sites touristiques de Lille, tels que l’impressionnante cathédrale Notre-Dame-de-la-Treille, vous attendent à proximité. Enfin, l'Appart'City Euralille est à 260 mètres de l'arrêt de tramway Romarin. 
","8,1",18
Lille,Citadines City Centre Lille,https://www.booking.com/hotel/fr/citadines-aparthotel-lille-centre.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24AQbIAQzYAQHoAQH4AQKIAgGoAgO4AuDI35UGwAIB0gIkMTA2N2I3ODItMWM0My00MjVlLWFiYzUtYjQyN2YyNjNkMWRj2AIF4AIB&sid=56f235526f1ec23245c69bbcac78e98d&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=25&sr_order=popularity&srpvid=4e63217726ef0159&srepoch=1656218735&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,50.63686519,3.07324290,"
Le Citadines City Centre Lille est à 5 minutes de marche du centre historique piéton de Lille et à 250 mètres de la gare de Lille-Flandres. Il fait également partie du centre d'affaires Euralille et se trouve à 8 km du stade Pierre-Mauroy. Une connexion Wi-Fi est disponible gratuitement dans l'ensemble de la résidence.
Le Citadines City Centre Lille propose des studios et des appartements entièrement équipés, qui constituent l'hébergement idéal pour une nuit ou pour des séjours de longue durée. Tous les logements comprennent une kitchenette, une salle de bains privative et des installations modernes telles qu'une télévision par satellite.
La réception est ouverte 24h/24. Un petit-déjeuner continental est servi tous les jours de 7h00 à 10h00.
Le Citadines City Centre Lille se trouve à 15 minutes de marche du palais des beaux-arts. Enfin le Grand Palais et le centre de conventions Nouveau Siècle vous attendent à moins de 20 minutes à pied. 
","8,1",18
Strasbourg,City Residence Access Strasbourg,https://www.booking.com/hotel/fr/city-residence-access-strasbourg-strasbourg.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24AQbIAQzYAQHoAQH4AQKIAgGoAgO4AuDI35UGwAIB0gIkMTA2N2I3ODItMWM0My00MjVlLWFiYzUtYjQyN2YyNjNkMWRj2AIF4AIB&sid=56f235526f1ec23245c69bbcac78e98d&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=2c84217765e10973&srepoch=1656218735&from=searchresults#hotelTmpl,48.59001400,7.73987000,"
Situé à Strasbourg, à moins de 900 mètres du marché de Noël de la ville, le City Residence Access Strasbourg propose des hébergements avec une télévision et une kitchenette.
Les logements comprennent une salle de bains privative entièrement équipée pourvue d'une douche et d'articles de toilette gratuits.
Vous séjournerez à 12 minutes à pied du quartier de la Petite France et à 1 km de la cathédrale de Strasbourg. L'aéroport de Strasbourg-Entzheim se trouve quant à lui à 10 km du City Residence Access Strasbourg. 
","7,0",19
Strasbourg,Comfort Hotel Strasbourg - Montagne Verte & Restaurant Louisiane,https://www.booking.com/hotel/fr/comforthotelstras.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24AQbIAQzYAQHoAQH4AQKIAgGoAgO4AuDI35UGwAIB0gIkMTA2N2I3ODItMWM0My00MjVlLWFiYzUtYjQyN2YyNjNkMWRj2AIF4AIB&sid=56f235526f1ec23245c69bbcac78e98d&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&srpvid=2c84217765e10973&srepoch=1656218735&from=searchresults#hotelTmpl,48.57269177,7.72871353,"
Situé près de l'Ill, le Comfort Hotel Strasbourg - Montagne Verte Restaurant Louisiane se trouve à 2 km du quartier historique. Il dispose d'un restaurant avec terrasse d'été et d'un jardin.
Les chambres insonorisées sont équipées d'une télévision par satellite à écran plat et d'un plateau/bouilloire. Leur salle de bains privative est pourvue d’un sèche-cheveux. Une connexion Wi-Fi gratuite est disponible dans tout l’établissement.
Des spécialités régionales sont servies au restaurant La Louisiane et vous pourrez prendre un verre au bar tout en lisant les journaux fournis. Un petit-déjeuner buffet est proposé chaque matin de 6h30 à 11h00.
Cet établissement propose un parking privé gratuit sur place.
 Le golf de Strasbourg est à 15 km de l'hôtel. L'aéroport international de Strasbourg est à seulement 19 km. 
","8,3",19
Strasbourg,Appart'City Strasbourg Centre,https://www.booking.com/hotel/fr/appart-city-strasbourg.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24AQbIAQzYAQHoAQH4AQKIAgGoAgO4AuDI35UGwAIB0gIkMTA2N2I3ODItMWM0My00MjVlLWFiYzUtYjQyN2YyNjNkMWRj2AIF4AIB&sid=56f235526f1ec23245c69bbcac78e98d&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=popularity&srpvid=2c84217765e10973&srepoch=1656218735&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,48.57772068,7.73397669,"
L’Appart'City Strasbourg Centre bénéficie d’un emplacement idéal dans le centre de Strasbourg, à 10 minutes de marche de la gare. Cet établissement a obtenu le label Clef Verte et propose des studios indépendants offrant une vue sur la ville. Une connexion Internet par fibre optique est disponible.
Décorés dans un style contemporain, les appartements disposent du chauffage, d'une télévision à écran plat et d'une salle de bains privative pourvue d’une douche. Leur kitchenette est équipée d’un lave-vaisselle, d’un réfrigérateur et d’ustensiles de cuisine.
Un petit-déjeuner buffet peut être servi tous les matins sur demande. Le petit-déjeuner se compose de différents pains, notamment sans gluten, de viennoiseries ainsi que de boissons chaudes et froides. De la salade de fruits, des fruits frais, du fromage et des yaourts sont également proposés.
Une bagagerie est disponible moyennant un supplément par valise.
L’Appart'City Strasbourg se trouve à 17 km de l’aéroport de Strasbourg-Entzheim. Un parking privé est disponible sur place, sur réservation préalable et moyennant des frais supplémentaires. 
","7,8",19
Strasbourg,City Résidence Strasbourg Centre,https://www.booking.com/hotel/fr/appart-victoria-garden-strasbourg.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24AQbIAQzYAQHoAQH4AQKIAgGoAgO4AuDI35UGwAIB0gIkMTA2N2I3ODItMWM0My00MjVlLWFiYzUtYjQyN2YyNjNkMWRj2AIF4AIB&sid=56f235526f1ec23245c69bbcac78e98d&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=2c84217765e10973&srepoch=1656218735&from=searchresults#hotelTmpl,48.58906194,7.73879863,"
Situé à 1 km de la gare de Strasbourg ainsi qu'à 1,5 km du quartier de La Petite France, l'établissement City Résidence Strasbourg Centre dispose d'une réception ouverte 24h/24 et propose des hébergements indépendants et insonorisés. Vous bénéficierez gratuitement d'une connexion Wi-Fi dans l'ensemble des locaux.
Les suites spacieuses comportent une télévision à écran plat, un coin repas ainsi qu'une kitchenette entièrement équipée. Elles comprennent également une salle de bains privative pourvue d'une douche.
Le City Résidence Strasbourg Centre sert un petit-déjeuner buffet quotidien dans la salle à manger.
Le City Résidence Strasbourg Centre est implanté à 20 minutes de marche de la cathédrale de Strasbourg et à 2 km du parc des expositions de la ville. 
","7,1",19
Strasbourg,Citadines Eurometropole Strasbourg,https://www.booking.com/hotel/fr/citadines-eurometropole-strasbourg.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24AQbIAQzYAQHoAQH4AQKIAgGoAgO4AuDI35UGwAIB0gIkMTA2N2I3ODItMWM0My00MjVlLWFiYzUtYjQyN2YyNjNkMWRj2AIF4AIB&sid=56f235526f1ec23245c69bbcac78e98d&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=2c84217765e10973&srepoch=1656218735&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,48.60427412,7.70446112,"
Vous pouvez bénéficier d'une réduction Genius dans l'établissement Citadines Eurometropole Strasbourg ! Connectez-vous pour économiser.
Situé à Strasbourg, à 3,7 km de la Petite France, le Citadines Eurometropole Strasbourg dispose d'un restaurant ainsi que d'un centre de spa et de bien-être avec une piscine intérieure, une salle de sport et un bain turc. Cet appart'hôtel met gratuitement à votre disposition une connexion Wi-Fi et un parking privé.
Tous les logements comprennent la climatisation, une télévision à écran plat, un micro-ondes et une salle de bains privative pourvue d'une douche. Certains logements comprennent une kitchenette équipée d'un lave-vaisselle, d'un four et de plaques de cuisson.
Le Citadines Eurometropole Strasbourg sert un petit-déjeuner buffet ou à la carte.
Vous pourrez profiter d'un sauna sur place.
Lors de votre séjour au Citadines Eurometropole Strasbourg, vous pourrez faire de la randonnée et du vélo dans les environs ou profiter de la terrasse bien exposée.
Vous séjournerez à 4 km du marché de Noël et à 4,2 km de la cathédrale de Strasbourg. L'aéroport international de Strasbourg, le plus proche, est à 9 km. 
","8,6",19
Strasbourg,Hôtel ORIGAMI,https://www.booking.com/hotel/fr/origami.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24AQbIAQzYAQHoAQH4AQKIAgGoAgO4AuDI35UGwAIB0gIkMTA2N2I3ODItMWM0My00MjVlLWFiYzUtYjQyN2YyNjNkMWRj2AIF4AIB&sid=56f235526f1ec23245c69bbcac78e98d&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=6&sr_order=popularity&srpvid=2c84217765e10973&srepoch=1656218735&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,48.59108149,7.72709400,"

Vous pouvez bénéficier d'une réduction Genius dans l'établissement Hôtel ORIGAMI ! Connectez-vous pour économiser.
Situé à Strasbourg, dans un bâtiment datant de 2018, l'hôtel ORIGAMI propose un bar et des chambres avec connexion Wi-Fi gratuite. Il se trouve à moins de 30 minutes à pied du quartier de la Petite France, à 1,7 km du marché de Noël et à 1,8 km de la cathédrale de la ville.
Les chambres comprennent une télévision par satellite à écran plat ainsi qu'une salle de bains privative avec des articles de toilette gratuits. Certaines d'entre elles possèdent également un balcon. Elles sont toutes pourvues d'un bureau et d'une bouilloire.
L'hôtel vous préparera un petit-déjeuner buffet ou américain.
Enfin, vous découvrirez le musée historique de Strasbourg à 2 km et rejoindrez l'aéroport international de Strasbourg, à 9 km. 
","9,0",19
Strasbourg,ibis budget Strasbourg Centre Republique,https://www.booking.com/hotel/fr/ibis-budget-strasbourg-centre-republique.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24AQbIAQzYAQHoAQH4AQKIAgGoAgO4AuDI35UGwAIB0gIkMTA2N2I3ODItMWM0My00MjVlLWFiYzUtYjQyN2YyNjNkMWRj2AIF4AIB&sid=56f235526f1ec23245c69bbcac78e98d&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=7&sr_order=popularity&srpvid=2c84217765e10973&srepoch=1656218735&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,48.59152200,7.75459900,"
Doté d'un jardin, l'ibis budget Strasbourg Centre République se trouve à Strasbourg, en Alsace, à 700 mètres de l'église Saint-Paul et à 800 mètres du marché de Noël de Strasbourg. Cet hôtel 2 étoiles propose un salon commun ainsi que des chambres climatisées avec connexion Wi-Fi gratuite et salle de bains privative. Des chambres familiales sont disponibles.
Toutes les chambres de l’hôtel sont équipées d’une télévision à écran plat.
Vous dégusterez un petit-déjeuner continental ou buffet sur place.
Parlant français, allemand, anglais et espagnol, le personnel de la réception se fera un plaisir de vous aider à tout moment.
Vous séjournerez à proximité de lieux d’intérêt prisés tels que la cathédrale de Strasbourg, le parc des expositions de la ville et le Jardin botanique de l’Université de Strasbourg. L’aéroport international de Strasbourg, le plus proche, se trouve à 11 km. 
","8,3",19
